ordinal,pageid,namespace,kind,title,revid,parentid,timestamp,mediawiki_sha1,wikitext_bytes
116,165926,106,worksheet,Kurs:Algebraische Kurven (Osnabrück 2025-2026)/Arbeitsblatt 7,1112363,1057869,2026-08-21T11:37:39Z,55af227ec3c8f90e9deb857925dcc7725dcf94e1,5759
117,166050,106,worksheet_control,Kurs:Algebraische Kurven (Osnabrück 2025-2026)/Arbeitsblatt 7/kontrolle,1033098,0,2025-08-11T14:06:46Z,b4fb7a17c1cd89774d7dbd81e7be5e7a5a6c6d9b,13
118,166020,106,worksheet_latex,Kurs:Algebraische Kurven (Osnabrück 2025-2026)/Arbeitsblatt 7/latex,1033067,0,2025-08-11T14:01:46Z,3034e92c1843eab298fb5f6f859d2c89cf824d61,9
119,165927,106,worksheet,Kurs:Algebraische Kurven (Osnabrück 2025-2026)/Arbeitsblatt 8,1057977,1051296,2025-11-07T07:39:47Z,b56d0d0a599acbec043cae19e13cfd8acea48d07,3299
120,166051,106,worksheet_control,Kurs:Algebraische Kurven (Osnabrück 2025-2026)/Arbeitsblatt 8/kontrolle,1033099,0,2025-08-11T14:06:56Z,b4fb7a17c1cd89774d7dbd81e7be5e7a5a6c6d9b,13
121,166021,106,worksheet_latex,Kurs:Algebraische Kurven (Osnabrück 2025-2026)/Arbeitsblatt 8/latex,1033068,0,2025-08-11T14:01:56Z,3034e92c1843eab298fb5f6f859d2c89cf824d61,9
122,165928,106,worksheet,Kurs:Algebraische Kurven (Osnabrück 2025-2026)/Arbeitsblatt 9,1059491,1058754,2025-11-21T13:53:14Z,affd5b273368b8a02f7580671dc4b1431f7da9df,2637
123,166052,106,worksheet_control,Kurs:Algebraische Kurven (Osnabrück 2025-2026)/Arbeitsblatt 9/kontrolle,1033100,0,2025-08-11T14:07:06Z,b4fb7a17c1cd89774d7dbd81e7be5e7a5a6c6d9b,13
124,166022,106,worksheet_latex,Kurs:Algebraische Kurven (Osnabrück 2025-2026)/Arbeitsblatt 9/latex,1033069,0,2025-08-11T14:02:06Z,3034e92c1843eab298fb5f6f859d2c89cf824d61,9
125,165888,106,course_local_other,Kurs:Algebraische Kurven (Osnabrück 2025-2026)/Arbeitsblatt/Fuß,1032933,0,2025-08-11T13:39:56Z,206f8ae058ce6cedf600e08f41a0281b27f64145,1015
126,165874,106,course_local_other,Kurs:Algebraische Kurven (Osnabrück 2025-2026)/Arbeitsblattaufzählung,1068471,1067607,2026-02-02T08:48:49Z,6d7420634de45831a89be978cf910aa2393fae7e,175
127,165876,106,course_local_other,Kurs:Algebraische Kurven (Osnabrück 2025-2026)/Arbeitsblattaufzählung/kontrolle,1032921,0,2025-08-11T13:36:26Z,b4fb7a17c1cd89774d7dbd81e7be5e7a5a6c6d9b,13
128,165875,106,course_local_other,Kurs:Algebraische Kurven (Osnabrück 2025-2026)/Arbeitsblattaufzählung/latex,1032920,0,2025-08-11T13:36:06Z,5c2dc637dc334f617ea57f8f56ea57e4c3037c28,81
129,165886,106,course_local_other,Kurs:Algebraische Kurven (Osnabrück 2025-2026)/Arbeitsblattgestaltung,1032931,0,2025-08-11T13:39:36Z,65585745ef99292181d41eae7d3b3bf1c077ec10,393
130,165859,106,course_local_other,Kurs:Algebraische Kurven (Osnabrück 2025-2026)/Arbeitsblätter,1067608,1032901,2026-01-28T18:28:42Z,0955d916566f3fefab089cea8609f5fb9faafd96,553
131,165951,106,course_local_other,Kurs:Algebraische Kurven (Osnabrück 2025-2026)/Definitionsabfrage,1032997,0,2025-08-11T13:50:16Z,8b5b559c5a42b02d21940c4b6418727c9009b75e,189
132,165950,106,course_local_other,Kurs:Algebraische Kurven (Osnabrück 2025-2026)/Definitionsliste,1067872,1064592,2026-01-30T10:40:21Z,d6ce94c803bffacd56895aa6c9b7eb9373feb753,9314
133,166422,106,course_local_other,"Kurs:Algebraische Kurven (Osnabrück 2025-2026)/Differenzierbare Kurve/t^2-1,t^3-t/y^2 ist x^2+x^3/Aufgabe/Aufgabereferenznummer",1055588,1055484,2025-10-16T09:56:55Z,6347d100ec0c24edfbc48cc2b9ddfb44bead9e9b,47
134,166488,106,course_local_other,Kurs:Algebraische Kurven (Osnabrück 2025-2026)/Diskrete Bewertungsringe/Charakterisierung/1/Fakt/Faktreferenznummer,1051479,0,2025-08-18T08:47:50Z,9fff1b247c0be8f1d7f295a41fd04e01f9029082,45
135,166487,106,course_local_other,Kurs:Algebraische Kurven (Osnabrück 2025-2026)/Diskreter Bewertungsring/Ordnungsfunktion/Erste Eigenschaften/Fakt/Beweis/Aufgabe/Aufgabereferenznummer,1051478,0,2025-08-18T08:47:40Z,80b49cc263794edde2cb4ec0275ab4bbbc2d968c,48
136,166349,106,course_local_other,Kurs:Algebraische Kurven (Osnabrück 2025-2026)/Ebene algebraische Kurve/Algebraisch abgeschlossener Körper/Unendlich viele Elemente/Fakt/Faktreferenznummer,1055910,1051279,2025-10-20T08:50:42Z,aa45b7ad8bc97a548641a7340ec7e0ff2a1ad451,48
137,166489,106,course_local_other,Kurs:Algebraische Kurven (Osnabrück 2025-2026)/Ebene algebraische Kurve/Glatter Punkt/Liegt nur auf einer Komponente/Fakt/Beweis/Aufgabe/Aufgabereferenznummer,1062626,1062223,2025-12-18T15:12:13Z,9791ee424312ec50324073548a42d46dc8917273,48
138,166468,106,course_local_other,Kurs:Algebraische Kurven (Osnabrück 2025-2026)/Ebene algebraische Kurve/Glatter Punkt/Liegt nur auf einer Komponente/Fakt/Faktreferenznummer,1051459,0,2025-08-18T08:44:30Z,acc0aac611ec657c32e4aa140c03fe4207ae0761,47
139,166494,106,course_local_other,Kurs:Algebraische Kurven (Osnabrück 2025-2026)/Ebene algebraische Kurve/Glatter Punkt/Lokaler Ring ist diskreter Bewertungsring/Fakt/Faktreferenznummer,1051485,0,2025-08-18T08:49:20Z,155e510c52c4bdd5e3820e6b03277129f193ec0c,46
140,166495,106,course_local_other,Kurs:Algebraische Kurven (Osnabrück 2025-2026)/Ebene algebraische Kurve/Multiplizität über Hilbert-Samuel Polynom/Fakt/Faktreferenznummer,1051486,0,2025-08-18T08:49:30Z,ba64701c5e0f081423429d2517d6cfe82b8525b4,45
141,166510,106,course_local_other,"Kurs:Algebraische Kurven (Osnabrück 2025-2026)/Ebene algebraische Kurve/Punkt/Glatt,diskreter Bewertungsring, Multiplizität/Fakt/Faktreferenznummer",1051502,0,2025-08-18T08:52:40Z,1f92b447055641fda7206f269fff93a64b715b16,45
142,166505,106,course_local_other,Kurs:Algebraische Kurven (Osnabrück 2025-2026)/Ebene algebraische Kurve/Schnitt von Kurven ohne gemeinsame Komponente/Beschreibung als Produktring/Fakt/Faktreferenznummer,1051496,0,2025-08-18T08:51:40Z,c56d6c0fca283a8d6bae40476690d41c0b86ee25,50
143,166524,106,course_local_other,Kurs:Algebraische Kurven (Osnabrück 2025-2026)/Ebene algebraische Kurve/Schnittmultiplizität/Summe der Multiplizitäten ist Restklassendimension/Fakt/Faktreferenznummer,1051518,0,2025-08-18T08:55:10Z,c907fd17947d16c8753e62fa633587d4d336285b,46
144,166421,106,course_local_other,Kurs:Algebraische Kurven (Osnabrück 2025-2026)/Ebene algebraische Kurve/x^2-y^2+y^3/Beschreibung/Beispiel/Beispielreferenznummer,1051393,0,2025-08-18T08:20:37Z,17bed8848d171d02411597622fb1de2fd52b652e,48
145,166471,106,course_local_other,Kurs:Algebraische Kurven (Osnabrück 2025-2026)/Ebene algebraische Kurve/x^2-y^2+y^3/Tangente unter Parametrisierung/t ist 2/Beispiel/Beispielreferenznummer,1051462,0,2025-08-18T08:45:00Z,9e0401d2905a6530d93a7e89b697da1c165bc442,49
146,166406,106,course_local_other,Kurs:Algebraische Kurven (Osnabrück 2025-2026)/Ebene algebraische Kurven/Reell/X^2+Y^2-2 und X^2+2Y^2-1/Durchschnitt und Einheit/Beispiel/Beispielreferenznummer,1051365,0,2025-08-18T08:10:04Z,de8a2223f8f417de2fbbc53cb19c41299850dc24,49
147,166358,106,course_local_other,Kurs:Algebraische Kurven (Osnabrück 2025-2026)/Ebene algebraische Kurven/Schnitt mit Geraden/Ist endlich oder voll/Fakt/Faktreferenznummer,1051289,0,2025-08-18T07:31:39Z,275b7735ccfb3589cdae397091f86919d6f75e12,45
148,166748,106,course_local_other,Kurs:Algebraische Kurven (Osnabrück 2025-2026)/Ebene algebraische Kurven/Schnittmultiplizität/Charakterisierung Transversaler Schnitt/Fakt/Faktreferenznummer,1051844,1051838,2025-08-18T11:20:05Z,3d891d6ccea9d7a3fa246792ad234b42116074be,46
149,166506,106,course_local_other,Kurs:Algebraische Kurven (Osnabrück 2025-2026)/Ebene algebraische Kurven/Schnittmultiplizität/Schnitt mit Gerade/Abschätzung zur Multiplizität/Fakt/Faktreferenznummer,1051497,0,2025-08-18T08:51:50Z,a917d184582c442785250c51f07fc0671d0980bf,46
150,168388,106,course_local_other,Kurs:Algebraische Kurven (Osnabrück 2025-2026)/Ebene algebraische Kurven/Schnittmultiplizität/Summenformel für Schnittmultiplizität/Fakt/Faktreferenznummer,1067842,0,2026-01-30T09:18:41Z,c725556542e9f51744ea2797ee34a66344a08cb2,45
151,166496,106,course_local_other,Kurs:Algebraische Kurven (Osnabrück 2025-2026)/Ebene algebraische Kurven/Singularitäten/Multiplizität und Tangenten über kleinste homogene Komponente/Definition/Definitionreferenznummer,1051487,0,2025-08-18T08:49:40Z,733cb523a92f9cc970792c9e56a13ca3d97bffb8,51
152,168412,106,course_local_other,Kurs:Algebraische Kurven (Osnabrück 2025-2026)/Ebene algebraische Kurven/Tangente in einem glatten Punkt/Bemerkung/Bemerkungreferenznummer,1067984,1067983,2026-01-30T16:37:48Z,443a5de707bd18b9b69e775d8146db8f9f5bcadf,51
153,166503,106,course_local_other,Kurs:Algebraische Kurven (Osnabrück 2025-2026)/Ebene algebraische Kurven/Tangenten mit Kontaktordnung eins/Formal-analytische Realisierung als Graph/Fakt/Faktreferenznummer,1051494,0,2025-08-18T08:51:10Z,7ff4a7e59379bed6b9d340de4e01fe09d7968ee5,45
154,166348,106,course_local_other,Kurs:Algebraische Kurven (Osnabrück 2025-2026)/Ebene Kurven/Algebraisch abgeschlossener Körper/Noethersche Normalisierung/Fakt/Faktreferenznummer,1051278,0,2025-08-18T07:29:39Z,d6cf7939db02304be137d89da4d6e72253d68d8d,44
155,166344,106,course_local_other,Kurs:Algebraische Kurven (Osnabrück 2025-2026)/Ebene Kurven/Schnitt ohne Komponenten/Endlich viele Punkte/Fakt/Faktreferenznummer,1051273,0,2025-08-18T07:28:59Z,fd313c3266eca47477e6cbae622110eeb75b420c,44
156,166363,106,course_local_other,Kurs:Algebraische Kurven (Osnabrück 2025-2026)/Ebene polynomiale Parametrisierungen/Kurvengleichung/Fakt/Faktreferenznummer,1051297,0,2025-08-18T07:33:39Z,5874ca8fce33a6cc76728a0ff2f0a67da5df48b2,44
157,166518,106,course_local_other,Kurs:Algebraische Kurven (Osnabrück 2025-2026)/Ebene projektive Kurve/Gleichung für projektiven Abschluss mit Homogenisierung/Fakt/Faktreferenznummer,1051511,0,2025-08-18T08:54:10Z,36252fb66e2c428dc9e78d3f3fd17848eceea782,50
158,166478,106,course_local_other,Kurs:Algebraische Kurven (Osnabrück 2025-2026)/Ebene projektive Kurve/Graph einer rationalen Funktion in einer Variable/Singularität im Unendlichen/Fakt/Faktreferenznummer,1051469,0,2025-08-18T08:46:10Z,a742686771a3600e9eafa22448af2d0c8075ac1b,45
159,166525,106,course_local_other,Kurs:Algebraische Kurven (Osnabrück 2025-2026)/Ebene projektive Kurve/Graph eines Polynoms in einer Variable/Singularität im Unendlichen/Fakt/Faktreferenznummer,1051519,0,2025-08-18T08:55:30Z,c55290b8ad5a71f210d36d41cd56fe499c1ffddb,45
160,166429,106,course_local_other,"Kurs:Algebraische Kurven (Osnabrück 2025-2026)/Einheitskreis/K/Geradenbündel zu (X,1-Y)/Beispiel/Aufgabe/Aufgabereferenznummer",1051405,0,2025-08-18T08:23:17Z,a4c29751f5b2ffd1e38ed9b3b430ec769f42b9e7,48
161,166383,106,course_local_other,Kurs:Algebraische Kurven (Osnabrück 2025-2026)/Einheitskreis/Rationale Parametrisierung/Fakt/Faktreferenznummer,1051338,0,2025-08-18T08:05:42Z,853db030a315c7bacd3c787c84c9f3f62b6db990,74
162,166345,106,course_local_other,Kurs:Algebraische Kurven (Osnabrück 2025-2026)/Einheitskreis/Rationale Parametrisierung/Funktionaler Ausdruck/Aufgabe/Aufgabereferenznummer,1055590,1055487,2025-10-16T09:57:21Z,141b9c8eac5b7dedd7137e19a9a178e8d7cd7762,48
163,166370,106,course_local_other,Kurs:Algebraische Kurven (Osnabrück 2025-2026)/Elimination/Zwei quadratische Gleichungen/Direkt/Fakt/Faktreferenznummer,1051306,0,2025-08-18T07:38:48Z,b0c6bc11e346ae1823fad254a2f0a7a79df05751,45
164,166414,106,course_local_other,Kurs:Algebraische Kurven (Osnabrück 2025-2026)/Endlich erzeugte K-Algebren/K-Spektren als Funktor/Verschiedene Homomorphismen/Fakt/Faktreferenznummer,1051375,0,2025-08-18T08:12:04Z,e3e3498a1fec17067d53c4aff85804f681d8cb6c,52
165,166409,106,course_local_other,Kurs:Algebraische Kurven (Osnabrück 2025-2026)/Endlich erzeugte K-Algebren/K-Spektrum mit Zariski-Topologie/Ist Topologie/Aufgabe/Aufgabereferenznummer,1068450,1051368,2026-02-02T08:45:47Z,1b6a144f8efa97f925a2d31240c2e934b138b9c0,48
166,166408,106,course_local_other,Kurs:Algebraische Kurven (Osnabrück 2025-2026)/Endlich erzeugte K-Algebren/K-Spektrum/Isomorph zu Einbettung/Fakt/Faktreferenznummer,1051367,0,2025-08-18T08:10:24Z,ec1244d912a08d3a77ffe9a50230c29523d11a49,45
167,166391,106,course_local_other,Kurs:Algebraische Kurven (Osnabrück 2025-2026)/Endlich erzeugte kommutative Algebren/R noethersch/A über R endlich erzeugt/A endlich über B/B ist endlich erzeugt/Fakt/Faktreferenznummer,1051347,0,2025-08-18T08:07:24Z,da135e04af1d11b564fdda16db63ffd4ef9925fa,46
168,166392,106,course_local_other,Kurs:Algebraische Kurven (Osnabrück 2025-2026)/Endlich erzeugte kommutative Algebren/Rationaler Funktionenkörper ist nicht endlich erzeugt/Fakt/Faktreferenznummer,1051348,0,2025-08-18T08:07:34Z,9387df22e0c2bc233c6b75efcd428dbd3ea14c2e,46
169,166393,106,course_local_other,Kurs:Algebraische Kurven (Osnabrück 2025-2026)/Endliche Algebra über Körper/Kommutativ/Einheit und Nichtnullteiler/Aufgabe/Aufgabereferenznummer,1051350,0,2025-08-18T08:07:44Z,6dba7995e1e3ae9d0f12f485331af5bcc0a89264,48
170,166741,106,course_local_other,Kurs:Algebraische Kurven (Osnabrück 2025-2026)/Endliche Körpererweiterung/Gradformel/Fakt/Faktreferenznummer,1051820,0,2025-08-18T10:53:41Z,ae34d0dcd8bf3e1cc6adea559c0a5b4f047c3360,88
171,166394,106,course_local_other,Kurs:Algebraische Kurven (Osnabrück 2025-2026)/Endliche Körpererweiterung/Zwischenring/Körper/Aufgabe/Aufgabereferenznummer,1051351,0,2025-08-18T08:07:54Z,aeda6d5f396e74cd94645a403cadbc44ca4c1bb6,48
172,166381,106,course_local_other,Kurs:Algebraische Kurven (Osnabrück 2025-2026)/Endomorphismus/Eigenwert und charakteristisches Polynom/Fakt/Faktreferenznummer,1051322,1051321,2025-08-18T07:52:25Z,f6b86928c056ebda40db112bac28446f3cea94e8,77
173,166500,106,course_local_other,Kurs:Algebraische Kurven (Osnabrück 2025-2026)/Formaler Potenzreihenring/Eine Variable/Diskreter Bewertungsring/Fakt/Faktreferenznummer,1051491,0,2025-08-18T08:50:30Z,a4eab58dabb03a40ae7d20c28354e2d9ffbe6375,49
174,166472,106,course_local_other,Kurs:Algebraische Kurven (Osnabrück 2025-2026)/Formaler Potenzreihenring/Eine Variable/Einsetzen ergibt Ringhomomorphismus/Fakt/Faktreferenznummer,1051463,0,2025-08-18T08:45:10Z,aa49a38b5e7b75af21785b58a4add30d07bced93,46
175,166473,106,course_local_other,Kurs:Algebraische Kurven (Osnabrück 2025-2026)/Formaler Potenzreihenring/Eine Variable/Einsetzen von Potenzreihen mit Konstante null/Definition/Definitionreferenznummer,1051464,0,2025-08-18T08:45:20Z,f1dc95c3000adf4ea4b3bcc7548d1b3c1d2e8f14,51
176,166501,106,course_local_other,"Kurs:Algebraische Kurven (Osnabrück 2025-2026)/Formaler Potenzreihenring/Eine Variable/Konstante nicht null, dann Einheit/Fakt/Faktreferenznummer",1051492,0,2025-08-18T08:50:50Z,2c8621dcd348e054f16c1123aec29174976cf087,45
177,166504,106,course_local_other,Kurs:Algebraische Kurven (Osnabrück 2025-2026)/Formaler Potenzreihenring/Eine Variable/T+../Transformierbar auf T/Fakt/Faktreferenznummer,1051495,0,2025-08-18T08:51:20Z,83da1bccc2e5fbdfbacebd0240f7eec9c49e2412,47
178,165861,106,course_local_other,Kurs:Algebraische Kurven (Osnabrück 2025-2026)/Forum,1032903,0,2025-08-11T13:31:46Z,47dd79068a341af5a39589b5b46cdfc8e6041f4c,178
179,166430,106,course_local_other,Kurs:Algebraische Kurven (Osnabrück 2025-2026)/Geradenbündel/Varietät/Faser ist affine Gerade/Addition/Aufgabe/Aufgabereferenznummer,1051407,0,2025-08-18T08:23:37Z,307b6c4b4d3b92dcf78d22fa6a7952412a3aab5d,48
180,166431,106,course_local_other,Kurs:Algebraische Kurven (Osnabrück 2025-2026)/Geradenbündel/Varietät/Faser ist affine Gerade/Aufgabe/Aufgabereferenznummer,1051408,0,2025-08-18T08:23:57Z,0b146751bb7c37f0283250819642b179f8204ad5,48
181,166443,106,course_local_other,Kurs:Algebraische Kurven (Osnabrück 2025-2026)/Gerichtetes System/Von kommutativen Gruppen/Kolimes ist kommutative Gruppe/Aufgabe/Aufgabereferenznummer,1062622,1062216,2025-12-18T15:11:33Z,1a6a4cbc6c14ce301476ca863f7f376b392fe30e,49
182,166519,106,course_local_other,Kurs:Algebraische Kurven (Osnabrück 2025-2026)/Glatte projektive Kurven/Rationale Funktion als Morphismus nach P^1/Fakt/Faktreferenznummer,1051512,0,2025-08-18T08:54:20Z,f931a61beb0acdcec9b18eb9727fcbefef1f761c,45
183,166511,106,course_local_other,Kurs:Algebraische Kurven (Osnabrück 2025-2026)/Hauptideal/Homogenisierung/Aufgabe/Aufgabereferenznummer,1068463,1051503,2026-02-02T08:47:37Z,bf52272dae5a18a924d17cdbc102c4146d2d7a8e,49
184,166750,106,course_local_other,Kurs:Algebraische Kurven (Osnabrück 2025-2026)/Hauptidealbereich/Faktoriell/Fakt/Faktreferenznummer,1051874,0,2025-08-18T12:56:13Z,9df72e68f1b3a58ba3d6ba2a1d09e4804407a96a,81
185,166395,106,course_local_other,Kurs:Algebraische Kurven (Osnabrück 2025-2026)/Hilbertscher Nullstellensatz (algebraisch)/Endlich erzeugte Körpererweiterung ist endlich/Fakt/Faktreferenznummer,1051352,0,2025-08-18T08:08:04Z,1916b8069e9fe185c8dbc53063ab4720af5e8249,45
186,167282,106,course_local_other,Kurs:Algebraische Kurven (Osnabrück 2025-2026)/Homogene Polynome/2 Variablen/Gleicher Grad/Homogene Gleichung/Fakt/Beweis/Aufgabe/Aufgabereferenznummer,1057083,1057082,2025-10-30T16:26:46Z,69835a17f2d2e5bb50214d4a594445d87571e302,47
187,166362,106,course_local_other,Kurs:Algebraische Kurven (Osnabrück 2025-2026)/Homogene Polynome/2 Variablen/Gleicher Grad/Homogene Gleichung/Fakt/Faktreferenznummer,1057075,1051295,2025-10-30T16:11:27Z,70e0e6ca03a5c315188f588b1d4527cd6b67de61,45
188,167205,106,course_local_other,Kurs:Algebraische Kurven (Osnabrück 2025-2026)/Homogenes Polynom/Darstellung mit formalen partiellen Ableitungen/Aufgabe/Aufgabereferenznummer,1062624,1062221,2025-12-18T15:11:53Z,c7ed0e7bf0bffe268016c03d41b0f1649a1242e3,48
189,166512,106,course_local_other,Kurs:Algebraische Kurven (Osnabrück 2025-2026)/Hyperbel/Projektiver Abschluss/Aufgabe/Aufgabereferenznummer,1068461,1051504,2026-02-02T08:47:27Z,84b6bbc1570cd51e13dccc93612f19ec170b0568,49
190,167204,106,course_local_other,Kurs:Algebraische Kurven (Osnabrück 2025-2026)/Idealtheorie (kommutative Algebra)/Ideale im Restklassenring/Korrespondenz/Aufgabe/Aufgabereferenznummer,1060031,1058774,2025-11-26T10:26:26Z,3ad061a463666775c1eba8728a79000ed38ab48f,48
191,166433,106,course_local_other,Kurs:Algebraische Kurven (Osnabrück 2025-2026)/Idempotente Elemente/Reduktion/Injektiv/Aufgabe/Aufgabereferenznummer,1060082,1060071,2025-11-27T10:02:26Z,3f59e5e14dce628f445e95e4597d591c6ad89ec6,49
192,166434,106,course_local_other,Kurs:Algebraische Kurven (Osnabrück 2025-2026)/Idempotente Elemente/Reduktion/Surjektiv/Aufgabe/Aufgabereferenznummer,1060083,1060072,2025-11-27T10:02:36Z,460fc76d77e80e3b66e38072728508066a956a79,49
193,167827,106,course_local_other,Kurs:Algebraische Kurven (Osnabrück 2025-2026)/Identitätssatz für Polynome/Unendlicher Körper/Zariski-offene nicht-leere Menge/Aufgabe/Aufgabereferenznummer,1061788,0,2025-12-08T09:48:18Z,f44013fb2a5221d112a733eaa1b8cc5997981f0c,48
194,165857,106,course_local_other,Kurs:Algebraische Kurven (Osnabrück 2025-2026)/Information,1068476,1032899,2026-02-02T08:50:57Z,d17cd37b9485d6fef77bcf0b5219320a7f8513c0,238
195,165867,106,course_local_other,Kurs:Algebraische Kurven (Osnabrück 2025-2026)/Information/Inhalt,1051866,1032910,2025-08-18T12:30:17Z,6a2fdb13ef864fc39a04710280de195820e34aa4,778
196,165870,106,course_local_other,Kurs:Algebraische Kurven (Osnabrück 2025-2026)/Information/Klausur,1076324,1057495,2026-04-02T10:44:27Z,d7f50438f460cbab34e323d120e61aab229dcb69,193
197,165868,106,course_local_other,Kurs:Algebraische Kurven (Osnabrück 2025-2026)/Information/Ort und Zeit,1051867,1032912,2025-08-18T12:33:00Z,401ac3e7ad961203ce135f31088c7ff275d72004,225
198,165869,106,course_local_other,Kurs:Algebraische Kurven (Osnabrück 2025-2026)/Information/Übungsbetrieb,1055464,1051868,2025-10-15T06:16:38Z,80d12909a4059243dd2e62c92d67b289a18dddda,1778
199,165866,106,course_local_other,Kurs:Algebraische Kurven (Osnabrück 2025-2026)/Informationsaufzählung,1068477,1051842,2026-02-02T08:51:12Z,9ee2d33747c09fc68842101f6334a288a20a9103,487
200,166935,106,course_local_other,Kurs:Algebraische Kurven (Osnabrück 2025-2026)/Integritätsbereich/Reine quadratische Erweiterung/2 nicht 0/Quadratwurzeln/Aufgabe/Aufgabereferenznummer,1057873,1054955,2025-11-06T10:50:46Z,13ffb494888a638809cce0fc67edd1281a58c7b5,48
201,167844,106,course_local_other,Kurs:Algebraische Kurven (Osnabrück 2025-2026)/K-Algebra/Algebraischer Kotangentialraum an K-Punkt/Direkte Derivation/Fakt/Faktreferenznummer,1061965,1061964,2025-12-09T08:04:36Z,bedc031c3cd8579e72fb2c6474f05027d2d6b40f,45
202,166415,106,course_local_other,Kurs:Algebraische Kurven (Osnabrück 2025-2026)/K-Spektrum/Algebraisch abgeschlossen und reduziert/Identitätssatz/Aufgabe/Aufgabereferenznummer,1068452,1051377,2026-02-02T08:46:07Z,f73b3a55567e04c281c186b25abfd4760885e8c6,49
203,166749,106,course_local_other,Kurs:Algebraische Kurven (Osnabrück 2025-2026)/K-Spektrum/Algebraisch abgeschlossen/Affine Ebene ohne einen Punkt/Schnittring/Aufgabe/Aufgabereferenznummer,1061216,1051843,2025-12-04T10:26:40Z,47071673d3bc70234d05f22dbe29aa4e22a75f54,49
204,166410,106,course_local_other,Kurs:Algebraische Kurven (Osnabrück 2025-2026)/K-Spektrum/Algebraisch abgeschlossen/Hilbertscher Nullstellensatz/Aufgabe/Aufgabereferenznummer,1068451,1051370,2026-02-02T08:45:57Z,56e60720e450f884ce19efaa861835b2f7b416f4,49
205,166425,106,course_local_other,Kurs:Algebraische Kurven (Osnabrück 2025-2026)/K-Spektrum/Algebraisch abgeschlossen/Punkt/Halm ist Lokalisierung/Fakt/Faktreferenznummer,1051399,0,2025-08-18T08:21:57Z,63aa323847d2b2da6abd6a8c750ec3ca3cf307a8,46
206,166444,106,course_local_other,Kurs:Algebraische Kurven (Osnabrück 2025-2026)/K-Spektrum/Algebraisch abgeschlossener Körper/Algebraische (reguläre) Funktion auf D(f)/Ist R f/Fakt/Faktreferenznummer,1051425,0,2025-08-18T08:26:58Z,acb956c00b57b3aa7cbc60b0812591ebde1a29d4,50
207,166438,106,course_local_other,Kurs:Algebraische Kurven (Osnabrück 2025-2026)/K-Spektrum/Algebraisch abgeschlossener Körper/Algebraische (reguläre) Funktion auf offener Menge/Globaler Schnittring ist Koordinatenring/Fakt/Faktreferenznummer,1051418,0,2025-08-18T08:25:47Z,87fe2602f19e7b1ec89435d2a17736c9d90eeffc,45
208,166439,106,course_local_other,Kurs:Algebraische Kurven (Osnabrück 2025-2026)/K-Spektrum/Algebraisch abgeschlossener Körper/Algebraische (reguläre) Funktion auf offener Menge/Punktweise und global/Definition/Definitionreferenznummer,1051419,0,2025-08-18T08:25:57Z,18a80544fcdf2a37218fa8891451c6b3a9b2fb7c,51
209,166423,106,course_local_other,Kurs:Algebraische Kurven (Osnabrück 2025-2026)/K-Spektrum/Algebraisch abgeschlossener Körper/Algebraische Funktion auf offener Menge/Ring/Fakt/Faktreferenznummer,1051396,0,2025-08-18T08:21:17Z,429ea4fa3c1bc556f7a355549cd2f4b59920b0ad,46
210,166440,106,course_local_other,Kurs:Algebraische Kurven (Osnabrück 2025-2026)/K-Spektrum/Algebraisch abgeschlossener Körper/Verschiedene rationale Darstellungen einer aIgebraischen Funktion/Beziehung im Koordinatenring/Fakt/Faktreferenznummer,1051420,0,2025-08-18T08:26:18Z,2ac6e19caf8ad664db15a011eb723b26ebfa12af,46
211,166446,106,course_local_other,"Kurs:Algebraische Kurven (Osnabrück 2025-2026)/K-Spektrum/Irreduzible Filter, Primideale, irreduzible Teilmengen/Fakt/Faktreferenznummer",1051428,0,2025-08-18T08:27:38Z,1985c3a96498475944944244ec6eada9fe6d6354,45
212,166447,106,course_local_other,"Kurs:Algebraische Kurven (Osnabrück 2025-2026)/K-Spektrum/Quasiaffin/Abbildung nach affiner Raum faktorisiert durch V genau dann, wenn Ideal im Kern/Aufgabe/Aufgabereferenznummer",1061232,1061217,2025-12-04T11:07:58Z,b3885850be9a6ca45296c735e37f8c987d9fdf24,48
213,167779,106,course_local_other,Kurs:Algebraische Kurven (Osnabrück 2025-2026)/K-Spektrum/Quasiaffin/Globaler Schnitt/Stetige Abbildung/Aufgabe/Aufgabereferenznummer,1061215,0,2025-12-04T10:26:30Z,b0a6a81006b0f2021c5651e0ebd528d6aaf139da,48
214,166424,106,course_local_other,Kurs:Algebraische Kurven (Osnabrück 2025-2026)/K-Spektrum/Ring der algebraischen Funktionen/Restriktion/Fakt/Faktreferenznummer,1051398,0,2025-08-18T08:21:37Z,6d3b5b3ddf7d8865085314a21f8380a79b90c97c,46
215,166441,106,course_local_other,Kurs:Algebraische Kurven (Osnabrück 2025-2026)/K-Spektrum/Ring der algebraischen Funktionen/U subseteq D(f)/Unabhängigkeit/Fakt/Faktreferenznummer,1051422,0,2025-08-18T08:26:28Z,ea451b35bd81a693ffda6e74eabfad18ee6215ac,46
216,166448,106,course_local_other,Kurs:Algebraische Kurven (Osnabrück 2025-2026)/K-Spektrum/Ringhomomorphismus induziert Morphismus/Fakt/Faktreferenznummer,1051430,0,2025-08-18T08:27:58Z,719c1135f79b8a3bebd443e36d8fdae68b6089b0,45
